TV_product_grouped;TV_technology;TV_hbonordic;CZ_group5_name;CZ_employment;CZ_car;CZ_children;CZ_civilstate;CZ_home;CZ_owner;CZ_wealth;CZ_household_income;CZ_age;CZ_education;Failures;Failures_SLA_insufficient;TV_flow_consump;TV_flow_consump_cat_children;TV_flow_consump_cat_documentary;TV_flow_consump_cat_movies;TV_flow_consump_cat_leisure;TV_flow_consump_cat_art;TV_flow_consump_cat_music;TV_flow_consump_cat_news;TV_flow_consump_cat_politics;TV_flow_consump_cat_series;TV_flow_consump_cat_show;TV_flow_consump_cat_sports;TV_flow_consump_cat_other;OTT_SVOD_consump;OTT_TVOD_consump;Household_municipality
Grundpakke;DSL;0;Livet på landet;2;7;9;6;7;7;1;7;3;5;0;0;215;38;24;29;16;6;1;10;8;66;9;3;2;NULL;NULL;Kalundborg
Grundpakke;DSL;0;Velhavere;9;7;10;7;6;9;10;9;6;7;0;0;215;17;11;25;23;14;0;6;5;31;23;53;1;NULL;NULL;Lejre
Viasat Mellem grundpakke;DSL;0;Seniorer;3;8;2;9;5;1;5;6;10;3;0;0;214;3;5;27;8;4;6;9;6;92;24;27;0;NULL;NULL;Køge
Viasat Stor grundpakke;DSL;0;Komfort og hygge;5;4;4;2;4;2;2;2;1;5;0;0;214;0;52;26;16;12;0;31;21;13;5;33;0;NULL;NULL;Esbjerg
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;7;10;8;8;9;7;7;8;10;9;0;0;214;0;18;35;10;23;0;27;14;18;31;35;0;7;2;Norddjurs
Grundpakke;DSL;0;Velhavere;10;10;10;8;10;10;9;10;4;9;0;0;214;5;19;30;6;29;7;14;7;12;23;60;0;1;0;Skanderborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;1;6;8;9;10;10;8;7;7;3;0;0;214;3;10;11;11;40;0;37;14;34;23;25;1;NULL;NULL;Frederikshavn
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;10;9;10;9;8;7;9;5;8;0;0;214;0;29;19;15;27;2;18;15;48;10;24;2;NULL;NULL;Vesthimmerlands
Grundpakke;DSL;0;Komfort og hygge;10;6;8;8;6;6;7;9;6;10;0;0;213;0;11;13;6;3;0;101;3;61;3;9;0;NULL;NULL;København
Viasat Stor grundpakke;DSL;0;Velhavere;10;6;9;9;9;9;9;10;6;10;0;0;212;6;4;20;11;16;0;11;0;65;18;55;1;NULL;NULL;København
Viasat Stor grundpakke;DSL;0;Livet på landet;6;9;9;10;7;10;10;7;3;4;0;0;212;2;32;17;28;10;0;12;15;71;9;12;0;2;0;Stevns
Grundpakke;DSL;0;Livet på landet;1;7;1;10;10;10;8;7;9;6;0;0;212;0;12;14;8;30;6;26;12;53;17;27;4;11;0;Aabenraa
Grundpakke;DSL;0;Velhavere;9;8;9;9;7;8;9;9;8;9;0;0;212;15;13;24;6;10;0;30;19;49;30;8;1;NULL;NULL;Silkeborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;10;10;9;10;10;5;8;5;6;0;0;212;0;22;86;7;7;4;11;12;19;9;30;0;NULL;NULL;Mariagerfjord
Viasat Stor grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;211;12;6;15;16;9;0;30;6;16;7;89;0;NULL;NULL;Halsnæs
Grundpakke;DSL;0;Velfunderede husejere;4;10;10;10;8;7;9;8;7;8;0;0;211;73;3;40;9;7;0;2;8;32;14;17;1;6;0;Norddjurs
Grundpakke;DSL;0;Velhavere;8;7;10;9;10;10;10;8;8;6;0;0;211;0;13;5;26;43;40;18;12;11;17;21;1;NULL;NULL;Aarhus
Viasat Stor grundpakke;DSL;0;Livet på landet;1;9;10;9;7;10;8;6;8;7;0;0;211;45;19;35;8;11;0;7;7;17;10;50;0;0;2;Ringkøbing-Skjern
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;6;5;6;10;10;1;6;8;10;0;0;210;0;33;2;7;11;0;30;5;23;4;91;0;NULL;NULL;Gribskov
Viasat Mellem grundpakke;DSL;0;Livet på landet;10;5;4;8;7;6;5;7;7;8;0;0;210;0;7;7;6;43;0;39;8;7;8;82;0;NULL;NULL;Holbæk
Viasat Mellem grundpakke;DSL;0;Provinsliv;4;4;3;5;4;2;2;4;2;3;0;0;210;14;10;14;1;9;0;115;8;6;7;22;0;0;1;Slagelse
Grundpakke;DSL;0;Velfunderede husejere;4;5;3;6;6;5;4;5;9;5;0;0;210;0;59;9;35;25;0;16;10;37;10;4;1;1;0;Assens
Viasat Mellem grundpakke;DSL;0;Livet på landet;1;6;1;6;6;10;4;4;7;3;0;0;210;0;11;37;21;21;0;31;7;57;8;13;1;NULL;NULL;Haderslev
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;4;9;7;5;4;1;6;4;6;5;0;0;210;0;41;34;32;13;1;22;12;8;29;14;0;NULL;NULL;Syddjurs
Grundpakke;DSL;0;Komfort og hygge;3;6;1;7;10;9;7;4;9;3;0;0;210;2;9;14;8;55;2;32;8;17;8;51;0;1;0;Randers
Viasat Stor grundpakke;DSL;0;Livet på landet;3;7;3;7;6;6;5;3;7;3;0;0;210;1;16;4;11;5;0;43;13;6;8;101;0;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Livet på landet;7;7;9;7;8;7;9;9;2;6;0;0;209;24;14;20;11;26;4;27;12;21;13;33;1;NULL;NULL;Sorø
Viasat Stor grundpakke;DSL;0;Livet på landet;6;7;7;6;10;9;5;7;6;4;0;0;209;0;13;24;14;10;0;65;23;3;19;33;1;NULL;NULL;Vejle
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;5;10;5;7;10;10;8;8;7;6;0;0;209;0;39;9;7;7;0;55;16;38;10;24;1;NULL;NULL;Holstebro
Grundpakke;DSL;0;Seniorer;1;1;1;1;2;3;6;1;10;1;1;0;209;0;49;1;22;26;0;15;7;26;25;35;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Komfort og hygge;4;9;5;5;7;2;4;3;9;3;0;0;209;0;10;5;21;17;12;61;14;14;35;15;2;NULL;NULL;Ikast-Brande
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;8;7;8;5;5;6;7;7;7;8;0;0;208;0;22;52;1;2;0;0;1;6;3;118;0;NULL;NULL;Egedal
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;5;9;6;9;8;10;8;6;6;0;0;208;9;12;34;7;3;44;1;16;18;46;13;1;0;5;Odsherred
Grundpakke;DSL;0;Velfunderede husejere;5;9;5;9;8;7;9;8;10;8;0;0;208;0;12;28;10;4;0;56;5;37;23;28;1;NULL;NULL;Faaborg-Midtfyn
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;1;10;10;10;9;8;6;6;4;7;0;0;208;85;12;11;4;4;0;10;8;32;16;22;0;NULL;NULL;Randers
Grundpakke;DSL;0;Velfunderede husejere;3;10;10;10;10;10;5;9;5;6;0;0;208;46;11;58;5;12;0;10;11;25;18;5;4;3;0;Skanderborg
Grundpakke;DSL;0;Komfort og hygge;2;7;6;5;6;5;3;2;4;2;0;0;208;4;0;27;6;28;0;104;10;5;10;11;0;NULL;NULL;Ikast-Brande
Grundpakke;DSL;0;Livet på landet;7;8;7;8;10;10;8;8;7;6;0;0;208;4;14;10;14;41;0;32;5;27;9;40;8;NULL;NULL;Hjørring
Grundpakke;DSL;0;Vid og velstand;9;6;2;3;2;6;10;9;8;9;0;0;207;2;12;10;11;9;0;90;28;13;6;21;1;0;1;Rudersdal
Grundpakke;DSL;0;Velhavere;9;7;10;8;9;9;10;10;6;7;0;0;207;1;8;23;9;15;0;22;6;49;17;55;0;NULL;NULL;Rudersdal
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;207;0;14;9;27;18;0;27;3;73;10;22;0;0;3;Frederikssund
Grundpakke;DSL;0;Livet på landet;1;10;5;10;9;9;9;7;6;5;0;0;207;72;11;48;4;0;0;4;9;18;11;25;2;2;0;Bornholm
Viasat Stor grundpakke;DSL;0;Komfort og hygge;7;8;8;10;10;10;4;9;6;7;0;0;207;0;18;21;8;35;22;65;8;3;8;16;0;13;2;Horsens
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;8;8;7;6;9;7;6;8;5;8;0;0;207;0;3;33;8;10;0;4;5;73;43;25;0;1;0;Randers
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;3;6;3;5;6;6;6;5;9;4;0;0;207;0;22;16;9;39;1;40;26;18;17;13;0;NULL;NULL;Thisted
Grundpakke;DSL;0;Velfunderede husejere;10;10;4;9;9;8;10;8;9;10;0;0;206;5;34;12;16;23;1;23;6;58;11;12;1;3;0;Syddjurs
Grundpakke;DSL;0;Komfort og hygge;1;6;7;6;7;4;1;3;4;3;0;0;205;165;13;10;1;0;0;1;5;2;3;0;2;16;6;Guldborgsund
Viasat Stor grundpakke;DSL;0;Komfort og hygge;5;6;5;6;8;6;4;6;7;5;0;0;205;0;25;21;6;48;0;34;9;48;6;4;2;NULL;NULL;Tønder
Grundpakke;DSL;0;Komfort og hygge;5;6;6;6;7;9;7;6;6;5;0;0;205;1;7;30;7;15;12;7;2;63;22;32;3;1;0;Esbjerg
Grundpakke;DSL;0;Livet på landet;9;6;10;7;6;9;4;7;2;8;0;0;205;99;4;17;8;13;0;11;17;2;8;20;1;1;2;Brønderslev
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;10;7;8;8;8;5;8;8;7;0;0;204;0;26;12;13;18;0;32;20;6;23;47;4;NULL;NULL;Køge
Grundpakke;DSL;0;Velfunderede husejere;7;9;7;9;10;10;9;8;7;6;0;0;204;4;20;15;14;73;1;26;15;11;14;8;0;NULL;NULL;Randers
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;8;4;8;8;7;8;4;9;6;0;0;204;0;6;16;4;1;0;1;2;122;8;40;0;NULL;NULL;Vesthimmerlands
Viasat Mellem grundpakke;DSL;1;Velhavere;10;6;10;8;5;7;9;10;5;10;0;0;203;1;17;12;9;9;0;69;11;14;12;44;2;0;2;Gladsaxe
Grundpakke;DSL;0;Velfunderede husejere;4;9;10;9;10;10;7;9;2;6;0;0;203;26;12;26;13;5;0;8;13;23;27;45;1;13;6;Tårnby
Grundpakke;DSL;0;Velfunderede husejere;8;10;6;8;8;8;7;7;9;10;0;0;203;0;10;82;6;3;1;16;15;61;5;1;0;NULL;NULL;Halsnæs
Grundpakke;DSL;0;Livet på landet;6;8;7;7;6;10;6;6;9;7;0;0;203;0;14;6;6;51;0;27;7;61;13;11;2;NULL;NULL;Faxe
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;9;7;9;9;9;4;6;6;5;0;0;203;5;8;31;13;3;0;56;14;18;13;31;9;NULL;NULL;Næstved
Grundpakke;DSL;0;Velfunderede husejere;7;9;7;9;10;10;9;10;8;9;0;0;203;12;47;21;19;21;5;15;20;9;7;22;0;21;0;Næstved
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;7;10;8;7;7;7;8;3;9;0;0;203;1;13;24;4;17;2;5;2;7;6;115;1;NULL;NULL;Odense
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;5;9;9;7;8;9;7;9;5;0;0;203;12;4;13;8;15;9;33;21;7;32;44;1;1;0;Ærø
Grundpakke;DSL;0;Komfort og hygge;5;3;3;2;4;6;3;2;2;2;0;0;203;0;13;1;8;45;0;45;15;2;25;45;2;NULL;NULL;Haderslev
Grundpakke;DSL;0;Velfunderede husejere;5;9;9;9;10;10;7;6;6;6;0;0;203;6;13;12;13;10;0;11;12;81;18;12;11;NULL;NULL;Thisted
Viasat Mellem grundpakke;DSL;0;Livet på landet;8;10;9;9;9;9;7;9;6;5;0;0;203;2;23;54;11;6;2;36;16;42;7;1;0;NULL;NULL;Rebild
Grundpakke;DSL;0;Velfunderede husejere;4;7;8;10;10;10;5;9;8;6;0;0;202;0;16;26;5;11;2;17;12;77;22;8;3;NULL;NULL;Helsingør
Grundpakke;DSL;0;Livet på landet;4;7;7;6;7;7;9;7;5;6;0;0;202;0;66;4;29;14;6;13;16;32;16;3;1;NULL;NULL;Kalundborg
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;5;2;1;5;4;1;2;1;2;0;0;202;22;36;18;13;7;0;4;8;22;12;57;0;21;3;Billund
Grundpakke;DSL;0;Velfunderede husejere;5;7;9;8;7;5;6;8;5;4;0;0;202;0;23;10;34;33;0;17;8;42;12;19;0;NULL;NULL;Kolding
Grundpakke;DSL;0;Velhavere;10;9;10;9;10;10;8;9;3;9;0;0;202;3;19;30;5;3;0;5;4;60;23;45;0;1;0;Holstebro
Grundpakke;DSL;0;Livet på landet;7;10;10;10;6;10;1;9;2;8;0;0;202;38;21;56;6;1;0;2;7;30;25;10;2;1;8;Favrskov
Grundpakke;DSL;0;Livet på landet;6;5;9;6;7;8;10;7;6;6;0;0;202;0;11;32;3;25;0;37;14;38;5;31;0;NULL;NULL;Viborg
Grundpakke;DSL;0;Velhavere;10;6;9;10;10;10;10;9;5;10;0;0;201;0;32;4;14;35;0;32;11;34;9;25;2;3;0;København
Viasat Stor grundpakke;DSL;0;Vid og velstand;10;7;1;2;2;3;10;10;8;9;0;0;201;3;14;6;12;24;0;17;3;15;14;88;0;2;0;Fredensborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;9;8;7;5;6;10;8;9;5;6;0;0;201;2;17;16;18;32;1;48;25;15;18;4;1;NULL;NULL;Slagelse
Grundpakke;DSL;0;Provinsliv;2;4;2;3;5;5;2;2;5;2;0;0;201;0;192;0;2;1;0;0;3;0;1;0;0;NULL;NULL;Guldborgsund
Grundpakke;DSL;0;Komfort og hygge;7;8;8;5;5;1;3;9;3;8;0;0;201;0;52;49;12;3;0;13;9;30;15;14;0;NULL;NULL;Odense
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;3;5;3;5;7;10;4;4;4;3;0;0;201;15;12;47;8;34;0;30;8;10;8;23;1;10;3;Thisted
Grundpakke;DSL;0;Velhavere;9;8;10;10;7;8;9;9;6;9;0;0;200;1;31;15;8;12;0;14;21;18;18;58;0;NULL;NULL;Hvidovre
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;3;8;8;8;8;7;7;8;9;7;0;0;200;6;15;36;11;14;0;14;24;33;29;12;1;NULL;NULL;Høje-Taastrup
Viasat Stor grundpakke;DSL;0;Velhavere;6;8;2;7;10;10;9;8;10;7;0;0;200;14;88;18;15;1;0;1;3;27;20;8;0;NULL;NULL;Odsherred
Grundpakke;DSL;0;Livet på landet;6;8;10;7;8;8;3;7;5;5;0;0;200;8;10;86;8;3;0;4;10;43;17;2;5;2;0;Odense
Grundpakke;DSL;0;Velfunderede husejere;8;10;10;10;9;8;9;8;6;6;0;0;199;0;31;19;12;27;0;49;17;14;9;17;0;NULL;NULL;Lolland
Viasat Mellem grundpakke;DSL;0;Livet på landet;1;7;10;7;7;7;4;7;4;6;1;0;199;55;6;30;8;14;0;6;16;45;4;12;1;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Komfort og hygge;5;7;6;9;10;9;2;6;8;3;0;0;199;9;7;21;10;26;0;18;6;62;8;29;0;NULL;NULL;Thisted
Grundpakke;DSL;0;Seniorer;5;8;4;8;8;7;8;4;9;6;0;0;199;0;34;7;16;16;1;37;20;4;15;38;6;NULL;NULL;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Velhavere;10;7;6;8;9;8;10;10;7;9;0;0;198;0;9;1;1;1;1;115;6;7;3;51;0;NULL;NULL;Tårnby
Viasat Mellem grundpakke;DSL;0;Livet på landet;1;9;8;7;8;7;1;6;5;2;0;0;198;0;9;58;18;9;1;11;20;11;44;8;8;0;3;Slagelse
Grundpakke;DSL;0;Livet på landet;6;10;4;7;7;7;8;7;8;6;0;0;198;2;15;4;28;32;8;17;15;41;8;22;3;NULL;NULL;Næstved
Viasat Mellem grundpakke;DSL;0;Livet på landet;4;7;6;6;7;5;6;5;8;3;0;0;198;0;20;18;11;4;0;44;6;65;21;5;0;2;0;Kolding
Grundpakke;DSL;0;Provinsliv;1;5;3;4;4;10;6;5;4;4;0;0;197;0;62;12;15;11;0;49;7;25;8;5;0;NULL;NULL;Holbæk
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;197;3;40;19;6;10;0;41;4;2;5;63;0;11;0;Holbæk
Viasat Mellem grundpakke;DSL;0;Seniorer;2;1;2;2;5;2;6;1;10;1;0;0;197;0;8;19;8;4;1;9;10;47;12;76;0;NULL;NULL;Nordfyns
Viasat Stor grundpakke;DSL;1;Provinsliv;2;4;6;3;2;9;1;1;2;1;0;0;197;0;9;54;17;1;0;0;4;87;17;6;0;4;8;Syddjurs
Viasat Mellem grundpakke;DSL;0;Vid og velstand;10;10;10;9;5;8;5;10;4;10;0;0;197;24;10;47;3;27;6;14;1;28;11;23;0;8;0;Viborg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;8;9;9;9;8;10;10;8;9;0;0;196;7;12;32;10;5;0;20;13;39;9;48;0;5;0;Brøndby
Viasat Stor grundpakke;DSL;0;Velhavere;10;8;9;9;8;7;10;10;8;10;0;0;196;0;19;31;7;6;0;33;5;14;15;63;0;1;0;Gentofte
Grundpakke;DSL;0;Velfunderede husejere;10;9;9;10;6;8;10;10;8;10;0;0;196;0;26;3;12;7;0;39;8;74;18;5;1;NULL;NULL;Furesø
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;196;0;22;12;15;14;0;30;5;86;3;6;0;NULL;NULL;Gribskov
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;6;8;5;6;6;1;6;3;4;0;0;196;8;5;42;3;73;1;12;4;30;7;6;0;NULL;NULL;Næstved
Viasat Mellem grundpakke;DSL;0;Provinsliv;4;4;7;4;4;2;4;6;6;6;0;0;196;0;13;8;35;45;0;12;11;40;22;6;1;NULL;NULL;Vordingborg
Viasat Mellem grundpakke;DSL;0;Provinsliv;6;5;2;2;4;5;5;4;1;5;0;0;196;0;1;45;2;0;0;1;5;13;14;114;0;NULL;NULL;Herning
Grundpakke;DSL;0;Velfunderede husejere;10;9;10;9;10;10;10;10;6;9;0;0;195;4;7;0;6;42;2;60;8;0;4;58;0;NULL;NULL;Egedal
Viasat Stor grundpakke;DSL;0;Velhavere;10;10;10;8;9;9;10;10;8;9;2;0;195;3;9;48;11;50;0;12;8;17;17;17;0;NULL;NULL;Roskilde
Grundpakke;DSL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;195;0;28;32;8;9;0;11;9;80;15;0;1;NULL;NULL;Odsherred
Grundpakke;DSL;0;Velfunderede husejere;10;8;9;6;8;6;7;7;2;9;0;0;195;0;53;58;26;10;1;1;6;16;6;10;5;NULL;NULL;Stevns
Grundpakke;DSL;0;Seniorer;9;8;6;8;9;8;10;9;9;10;0;0;195;6;33;6;4;18;0;14;22;33;48;7;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Velfunderede husejere;9;6;7;9;10;10;9;7;5;6;0;0;195;0;25;4;12;17;0;104;6;4;4;14;2;NULL;NULL;Rebild
Viasat Mellem grundpakke;DSL;0;Velhavere;10;9;6;8;9;9;10;9;6;9;0;0;194;67;55;21;6;4;0;9;6;10;9;2;2;NULL;NULL;Herlev
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;194;0;7;21;25;28;0;32;3;47;9;17;2;NULL;NULL;Halsnæs
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;6;8;6;9;9;8;10;8;8;9;0;0;194;0;3;9;2;65;0;21;4;23;11;52;0;NULL;NULL;Stevns
Grundpakke;DSL;0;Seniorer;2;5;4;2;5;2;3;2;7;2;0;0;194;2;24;41;5;4;1;16;2;75;18;2;0;NULL;NULL;Næstved
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;194;0;38;3;9;33;0;19;11;39;26;10;1;NULL;NULL;Guldborgsund
Viasat Mellem grundpakke;DSL;0;Provinsliv;7;4;3;1;4;5;6;4;3;6;0;0;194;0;23;23;11;16;0;48;6;33;11;18;0;10;0;Esbjerg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;9;9;8;10;10;7;8;3;5;0;0;194;0;43;8;20;6;9;0;24;34;29;16;0;NULL;NULL;Vejle
Grundpakke;DSL;0;Velfunderede husejere;5;7;9;7;9;8;5;7;6;5;0;0;194;0;13;5;5;49;3;54;20;5;16;20;0;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Velfunderede husejere;10;8;9;9;9;8;8;10;7;9;0;0;193;0;18;23;6;5;0;31;4;24;10;65;3;1;0;Dragør
Grundpakke;DSL;0;Velhavere;10;8;7;10;10;9;10;10;9;10;0;0;193;0;13;29;27;10;1;22;13;22;17;35;0;NULL;NULL;Hillerød
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;5;7;4;4;4;2;4;5;2;0;0;193;14;52;8;12;11;0;31;14;8;9;33;0;NULL;NULL;Egedal
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;6;4;5;6;10;1;7;8;10;0;0;193;0;23;28;8;4;0;18;5;67;14;22;0;NULL;NULL;Faxe
Grundpakke;DSL;0;Komfort og hygge;5;8;6;6;6;5;1;6;6;5;0;0;193;0;12;5;20;59;0;31;13;21;15;11;2;NULL;NULL;Faxe
Grundpakke;DSL;0;Seniorer;1;6;1;7;10;10;7;4;10;5;0;0;193;0;16;14;10;17;7;17;10;26;12;45;14;NULL;NULL;Guldborgsund
Viasat Mellem grundpakke;DSL;0;Provinsliv;6;3;9;5;2;2;1;5;1;7;0;0;193;0;2;10;12;8;0;27;1;69;13;48;0;NULL;NULL;Guldborgsund
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;9;10;8;10;10;7;7;2;7;0;0;193;69;9;70;0;0;0;0;0;42;1;0;0;0;4;Faaborg-Midtfyn
Grundpakke;DSL;0;Velfunderede husejere;7;9;9;9;7;10;8;8;6;4;0;0;193;4;2;25;7;3;0;3;3;85;59;0;0;NULL;NULL;Silkeborg
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;9;6;10;8;6;6;10;9;7;9;0;0;192;38;8;45;3;1;0;5;10;14;15;46;3;18;0;Hvidovre
Grundpakke;DSL;0;Velfunderede husejere;8;8;7;10;10;9;9;10;8;6;0;0;192;1;20;29;21;13;0;8;28;28;21;19;2;4;0;Tårnby
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;192;0;2;87;1;2;7;8;8;57;10;4;2;2;0;Gribskov
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;9;9;10;7;5;4;7;4;8;0;0;192;55;10;59;3;1;0;6;4;23;19;4;5;6;0;Odense
Grundpakke;DSL;0;Komfort og hygge;7;8;8;6;6;5;5;7;3;5;0;0;192;0;17;8;23;17;5;15;10;31;25;36;1;NULL;NULL;Horsens
Grundpakke;DSL;0;Komfort og hygge;1;10;2;4;8;7;9;3;6;5;0;0;192;6;8;16;11;28;0;31;4;42;11;32;0;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Velfunderede husejere;10;9;10;10;8;7;8;10;4;10;0;0;192;0;11;11;2;12;2;25;7;98;7;11;1;NULL;NULL;Aalborg
Grundpakke;DSL;0;Seniorer;3;4;5;2;5;3;2;2;7;2;0;0;191;0;26;32;3;12;3;36;14;44;11;5;0;NULL;NULL;Frederikssund
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;5;2;6;7;7;9;9;6;5;0;0;191;1;3;0;5;7;0;141;19;3;4;4;0;NULL;NULL;Vordingborg
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;7;7;7;9;8;8;7;7;5;0;0;191;0;12;71;0;55;2;18;0;11;7;10;1;NULL;NULL;Nordfyns
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;7;6;7;4;4;5;4;4;2;6;0;0;191;9;35;19;10;2;0;10;7;17;24;55;0;7;1;Haderslev
Viasat Stor grundpakke;DSL;0;Livet på landet;8;8;7;8;7;8;8;8;6;6;0;0;191;0;17;15;8;11;8;31;14;14;5;64;1;NULL;NULL;Kolding
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;6;10;9;10;10;10;7;9;6;6;0;0;191;1;10;20;14;17;2;39;11;11;32;32;0;NULL;NULL;Morsø
Grundpakke;DSL;0;Seniorer;3;3;3;2;2;2;8;3;10;1;0;0;190;1;13;24;9;23;0;23;7;60;18;9;1;4;0;Rudersdal
Viasat Stor grundpakke;DSL;0;Livet på landet;9;9;9;9;9;9;2;10;5;8;0;0;190;0;5;69;5;2;0;14;6;15;14;56;0;0;1;Roskilde
Grundpakke;DSL;0;Velfunderede husejere;5;4;3;3;6;1;6;2;10;3;0;0;190;0;5;8;8;12;0;25;3;44;13;69;0;NULL;NULL;Lejre
Grundpakke;DSL;0;Komfort og hygge;4;6;7;6;8;8;6;6;7;5;0;0;190;2;27;25;14;23;0;18;5;66;6;1;0;NULL;NULL;Odense
Grundpakke;DSL;0;Velfunderede husejere;2;8;10;10;8;7;4;6;7;2;0;0;190;52;5;77;5;1;0;0;29;4;12;2;0;13;0;Langeland
Viasat Stor grundpakke;DSL;0;Komfort og hygge;6;7;10;9;10;6;5;7;4;3;0;0;190;0;8;36;36;19;1;14;6;17;15;35;0;NULL;NULL;Herning
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;9;8;9;8;7;3;8;8;7;8;0;0;190;0;3;49;6;3;0;13;9;24;24;56;0;25;0;Aalborg
Grundpakke;DSL;0;Komfort og hygge;4;4;3;2;5;5;4;4;8;3;0;0;189;2;20;30;14;10;6;5;27;54;15;5;0;NULL;NULL;Lolland
Grundpakke;DSL;0;Velfunderede husejere;5;6;3;6;6;9;8;5;3;4;0;0;189;1;43;20;16;40;0;18;17;15;12;3;0;2;1;Holstebro
Viasat Mellem grundpakke;DSL;0;Seniorer;4;9;3;7;5;1;5;5;10;8;0;0;189;0;3;2;0;5;0;44;1;40;12;79;0;NULL;NULL;Silkeborg
Grundpakke;DSL;0;Velfunderede husejere;6;8;6;6;6;1;5;7;5;6;0;0;189;8;48;18;16;4;1;6;35;1;43;2;1;NULL;NULL;Mariagerfjord
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;188;6;9;85;8;13;0;17;7;7;22;3;7;2;0;København
Viasat Mellem grundpakke;DSL;0;Provinsliv;3;3;3;2;3;5;5;2;3;3;0;0;188;47;4;38;1;2;0;19;15;10;33;14;0;NULL;NULL;Slagelse
Viasat Mellem grundpakke;DSL;1;Provinsliv;1;2;1;2;2;9;3;1;7;1;0;0;188;0;6;8;10;20;0;13;16;71;20;20;1;NULL;NULL;Slagelse
Grundpakke;DSL;0;Komfort og hygge;8;8;6;8;9;8;5;8;7;8;0;0;188;0;63;20;11;12;0;17;7;18;7;28;0;13;0;Lejre
Grundpakke;DSL;0;Velfunderede husejere;3;9;5;10;10;10;5;7;8;4;0;0;188;0;22;14;11;48;1;34;16;32;2;3;1;3;0;Herning
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;3;10;6;7;7;7;6;7;5;5;0;0;188;1;6;51;18;8;1;32;8;44;8;6;0;NULL;NULL;Ikast-Brande
